year,title,china_title,Articles_URL
1998,Phytochrome Regulation and Differential Expression of Gibberellin 3β-Hydroxylase Genes in Germinating Arabidopsis Seeds,赤霉素3β-羟化酶基因在拟南芥种子萌发中的光敏色素调控及差异表达,http://www.plantcell.org/content/10/12/2115
2016,Phytochrome Signaling Is Mediated by PHYTOCHROME INTERACTING FACTOR in the Liverwort Marchantia polymorpha,赤潮苔藓中的光敏色素信号转导是由光敏色素相互作用因子介导的,http://www.plantcell.org/content/28/6/1406
1991,Phytochrome control of the tms2 gene in transgenic Arabidopsis: a strategy for selecting mutants in the signal transduction pathway.,转基因拟南芥tms2基因的光敏色素调控：信号转导途径中突变体的筛选策略。,http://www.plantcell.org/content/3/6/573
1991,Phytochrome-Deficient hy1 and hy2 Long Hypocotyl Mutants of Arabidopsis Are Defective in Phytochrome Chromophore Biosynthesis.,拟南芥hy1和hy2长下胚轴突变体在光敏色素生色团生物合成中存在缺陷。,http://www.plantcell.org/content/3/11/1177
2016,Phytochromes in Diatoms: Sensing Far-Red Light in the Deep Blue Sea,硅藻中的植物色素：在深蓝色海洋中感知远红光,http://www.plantcell.org/content/28/3/599
2015,Phytol from Degradation of Chlorophyll Feeds Biosynthesis of Tocopherols,叶绿素饲料降解产生的植物醇生育酚的生物合成,http://www.plantcell.org/content/27/10/2676
2014,Phytophthora infestans RXLR Effector PexRD2 Interacts with Host MAPKKKε to Suppress Plant Immune Signaling,疫病疫霉RXLR效应子PexRD2与宿主MAPKKKε相互作用抑制植物免疫信号转导,http://www.plantcell.org/content/26/3/1345
2015,"Phytosulfokine Regulates Growth in Arabidopsis through a Response Module at the Plasma Membrane That Includes CYCLIC NUCLEOTIDE-GATED CHANNEL17, H+-ATPase, and BAK1",植物磺基激酶通过质膜上的一个反应模块调节拟南芥的生长，该反应模块包括环核苷酸门控通道17、H~+ATPase和BAK1,http://www.plantcell.org/content/27/6/1718
2006,Phytotoxicity and Innate Immune Responses Induced by Nep1-Like Proteins,Nep1样蛋白诱导的植物毒性和天然免疫反应,http://www.plantcell.org/content/18/12/3721
2005,Pigment Deficiency in Nightshade/Tobacco Cybrids Is Caused by the Failure to Edit the Plastid ATPase α-Subunit mRNA,茄/烟杂种色素缺乏是由于未能编辑质体atp酶α亚基mRNA所致,http://www.plantcell.org/content/17/6/1815
1992,Pinning down loose ends: mapping telomeres and factors affecting their length.,固定松散的末端：定位端粒和影响其长度的因素。,http://www.plantcell.org/content/4/8/953
2016,Pipecolic Acid Orchestrates Plant Systemic Acquired Resistance and Defense Priming via Salicylic Acid-Dependent and -Independent Pathways,哌啶酸通过水杨酸依赖和非依赖途径调控植物系统获得抗性和防御启动,http://www.plantcell.org/content/28/1/102
2012,"Pipecolic Acid, an Endogenous Mediator of Defense Amplification and Priming, Is a Critical Regulator of Inducible Plant Immunity",哌啶酸是一种内源性的防御放大和启动介质，是诱导植物免疫的重要调节因子,http://www.plantcell.org/content/24/12/5123
1994,Pistil-Specific and Ethylene-Regulated Expression of 1-Aminocyclopropane-1-Carboxylate Oxidase Genes in Petunia Flowers.,雌蕊特异性和乙烯调节1-氨基环丙烷-1-羧酸氧化酶基因在矮牵牛花中的表达。,http://www.plantcell.org/content/6/9/1227
2011,PlaNet: Combined Sequence and Expression Comparisons across Plant Networks Derived from Seven Species,行星：来自7个物种的植物网络的组合序列和表达比较,http://www.plantcell.org/content/23/3/895
2017,Plant Actin-Depolymerizing Factors Possess Opposing Biochemical Properties Arising from Key Amino Acid Changes throughout Evolution,植物肌动蛋白解聚因子具有相反的生化特性，这些特性是由进化过程中的关键氨基酸变化引起的,http://www.plantcell.org/content/29/2/395
2002,"Plant Colonization by the Vascular Wilt Fungus Fusarium oxysporum Requires FOW1, a Gene Encoding a Mitochondrial Protein",血管萎蔫病菌镰刀菌（Fusarium oxysporum）定殖植物需要FOW1，一个编码线粒体蛋白的基因,http://www.plantcell.org/content/14/8/1869
2012,Plant Cortical Microtubule Arrays: Recruitment Mechanisms in Common with Centrosomes,植物皮层微管阵列：与中心体共同的募集机制,http://www.plantcell.org/content/24/1/2
1994,Plant Defense Genes Are Synergistically Induced by Ethylene and Methyl Jasmonate.,乙烯和茉莉酸甲酯协同诱导植物防卫基因。,http://www.plantcell.org/content/6/8/1077
2013,Plant MicroRNAs Display Differential 3′ Truncation and Tailing Modifications That Are ARGONAUTE1 Dependent and Conserved Across Species,植物MicroRNAs表现出不同的3′截短和尾随修饰，这些修饰依赖于argonaut1并且跨物种保守,http://www.plantcell.org/content/25/7/2417
2007,Plant Mitochondrial Recombination Surveillance Requires Unusual RecA and MutS Homologs,植物线粒体重组监测需要异常的RecA和MutS同源物,http://www.plantcell.org/content/19/4/1251
2006,Plant N-Glycan Processing Enzymes Employ Different Targeting Mechanisms for Their Spatial Arrangement along the Secretory Pathway,植物N-聚糖加工酶在分泌途径上的空间排列采用不同的靶向机制,http://www.plantcell.org/content/18/11/3182
2000,Plant Nuclei Can Contain Extensive Grooves and Invaginations,植物核可以包含广泛的凹槽和内陷,http://www.plantcell.org/content/12/12/2425
2004,"Plant Proteins That Interact with VirB2, the Agrobacterium tumefaciens Pilin Protein, Mediate Plant Transformation",与根癌农杆菌菌毛蛋白VirB2相互作用的植物蛋白介导植物转化,http://www.plantcell.org/content/16/11/3148
2013,Plant Purine Nucleoside Catabolism Employs a Guanosine Deaminase Required for the Generation of Xanthosine in Arabidopsis,植物嘌呤核苷分解代谢利用拟南芥产生黄原氨酸所需的鸟苷脱氨酶,http://www.plantcell.org/content/25/10/4101
2002,Plant Rac-Like GTPases Are Activated by Auxin and Mediate Auxin-Responsive Gene Expression,植物Rac样gtpase被生长素激活并介导生长素应答基因的表达,http://www.plantcell.org/content/14/11/2745
2004,Plant Respiratory Burst Oxidase Homologs Impinge on Wound Responsiveness and Development in Lycopersicon esculentum,植物呼吸爆发氧化酶同系物对番茄伤口反应性及发育的影响,http://www.plantcell.org/content/16/3/616
2006,"Plant Retromer, Localized to the Prevacuolar Compartment and Microvesicles in Arabidopsis, May Interact with Vacuolar Sorting Receptors",在拟南芥中，植物逆转录酶定位于前极室和微泡，可能与空泡分类受体相互作用,http://www.plantcell.org/content/18/5/1239
2011,Plant Science in the Service of Human Health and Nutrition,植物科学为人类健康和营养服务,http://www.plantcell.org/content/23/7/2476
2018,Plant Systemic Immunity Comes Full Circle: A Positive Regulatory Loop for Defense Amplification,植物系统免疫全面循环：防御放大的正调控回路,http://www.plantcell.org/content/30/10/2238
2019,Plant U-Box40 Mediates Degradation of the Brassinosteroid-Responsive Transcription Factor BZR1 in Arabidopsis Roots,植物U-Box40介导拟南芥根中油菜素类固醇反应转录因子BZR1的降解,http://www.plantcell.org/content/31/4/791
2012,Plant Vegetative and Animal Cytoplasmic Actins Share Functional Competence for Spatial Development with Protists,植物营养体和动物细胞质肌动蛋白在空间发育上与原生物具有共同的功能,http://www.plantcell.org/content/24/5/2041
2004,Plant eR Genes That Encode Photorespiratory Enzymes Confer Resistance against Disease,编码光呼吸酶的植物内质网基因具有抗病性,http://www.plantcell.org/content/16/1/172
1991,"Plant enolase: gene structure, expression, and evolution.",植物烯醇化酶：基因结构、表达和进化。,http://www.plantcell.org/content/3/7/719
1994,Plant homeodomain protein involved in transcriptional regulation of a pathogen defense-related gene.,植物同源结构域蛋白参与病原体防御相关基因的转录调控。,http://www.plantcell.org/content/6/5/695
1995,Plant inositol monophosphatase is a lithium-sensitive enzyme encoded by a multigene family.,植物肌醇单磷酸酶是一种由多基因家族编码的锂敏感酶。,http://www.plantcell.org/content/7/12/2175
1995,Plant nuclear pore complex proteins are modified by novel oligosaccharides with terminal N-acetylglucosamine.,植物核孔复合蛋白是由末端N-乙酰氨基葡萄糖修饰的新型低聚糖。,http://www.plantcell.org/content/7/9/1459
1997,Plant viral synergism: the potyviral genome encodes a broad-range pathogenicity enhancer that transactivates replication of heterologous viruses.,植物病毒协同作用：potyviral基因组编码一种广泛的致病性增强剂，可反式激活异源病毒的复制。,http://www.plantcell.org/content/9/6/859
2003,Plant γ-Tubulin Interacts with αβ-Tubulin Dimers and Forms Membrane-Associated Complexes,植物γ-微管蛋白与α-β-微管蛋白二聚体相互作用形成膜相关复合物,http://www.plantcell.org/content/15/2/465
2017,Plant-Specific Histone Deacetylases HDT1/2 Regulate GIBBERELLIN 2-OXIDASE2 Expression to Control Arabidopsis Root Meristem Cell Number,植物特异性组蛋白去乙酰化酶HDT1/2调控赤霉素2-氧化酶2表达控制拟南芥根分生组织细胞数,http://www.plantcell.org/content/29/9/2183
2015,Plants Release Precursors of Histone Deacetylase Inhibitors to Suppress Growth of Competitors,植物释放组蛋白脱乙酰酶抑制剂前体抑制竞争对手的生长,http://www.plantcell.org/content/27/11/3175
2019,Plants on (Brassino)steroids: Degradation of the Transcription Factor BZR1 by the E3 Ubiquitin Ligase PUB40,植物激素：E3泛素连接酶PUB40对转录因子BZR1的降解,http://www.plantcell.org/content/31/4/757
2002,Plasma Membrane Aquaporins in the Motor Cells of Samanea saman,萨曼纳运动细胞膜水通道蛋白,http://www.plantcell.org/content/14/3/727
2012,Plasma Membrane Cyclic Nucleotide Gated Calcium Channels Control Land Plant Thermal Sensing and Acquired Thermotolerance,细胞膜环核苷酸门控钙通道控制陆生植物感温和获得耐热性,http://www.plantcell.org/content/24/8/3333
2016,Plasma Membrane Microdomains Are Essential for Rac1-RbohB/H-Mediated Immunity in Rice,水稻Rac1-RbohB/H介导的免疫中，质膜微区是必需的,http://www.plantcell.org/content/28/8/1966
2014,Plasma Membranes Are Subcompartmentalized into a Plethora of Coexisting and Diverse Microdomains in Arabidopsis and Nicotiana benthamiana,在拟南芥和烟草中，质膜被分为大量共存和不同的微区,http://www.plantcell.org/content/26/4/1698
2002,Plasma Membrane–Associated ROP10 Small GTPase Is a Specific Negative Regulator of Abscisic Acid Responses in Arabidopsis,质膜相关的ROP10小GTPase是拟南芥脱落酸反应的特异性负调节因子,http://www.plantcell.org/content/14/11/2787
2001,Plasma Membrane–Cell Wall Adhesion Is Required for Expression of Plant Defense Responses during Fungal Penetration,质膜-细胞壁粘附是真菌渗透过程中植物防御反应表达的必要条件,http://www.plantcell.org/content/13/2/413
2002,Plasmodesma-Mediated Selective Protein Traffic between “Symplasmically Isolated” Cells Probed by a Viral Movement Protein,胞间连丝介导的“同质分离”细胞间的选择性蛋白运输,http://www.plantcell.org/content/14/9/2071
2005,Plasmodesmal-Associated Protein Kinase in Tobacco and Arabidopsis Recognizes a Subset of Non-Cell-Autonomous Proteins,烟草和拟南芥胞间连丝相关蛋白激酶识别非细胞自主蛋白的一个子集,http://www.plantcell.org/content/17/10/2817
1991,Plasmodesmatal function is probed using transgenic tobacco plants that express a virus movement protein.,利用表达病毒运动蛋白的转基因烟草植株探讨了烟草的胞间连丝功能。,http://www.plantcell.org/content/3/6/593
2017,Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity: The Jasmonic Acid and Salicylic Acid Networks within the Arabidopsis/Botrytis Pathosystem,可塑性转录体稳定了对病原菌多样性的免疫：拟南芥/葡萄球菌病理系统中的茉莉酸和水杨酸网络,http://www.plantcell.org/content/29/11/2727
2014,Plasticity in Cell Division Patterns and Auxin Transport Dependency during in Vitro Embryogenesis in Brassica napus,甘蓝型油菜离体胚胎发生过程中细胞分裂方式的可塑性及生长素转运依赖性,http://www.plantcell.org/content/26/6/2568
2001,Plastid Division Is Driven by a Complex Mechanism That Involves Differential Transition of the Bacterial and Eukaryotic Division Rings,质体分裂是由一个复杂的机制驱动的，这个机制涉及到细菌和真核细胞分裂环的差异性转变,http://www.plantcell.org/content/13/10/2257
2013,Plastid Genes That Were Lost along the Road to Parasitism,在寄生过程中丢失的质体基因,http://www.plantcell.org/content/25/10/3636
2012,"Plastid Localization of the Key Carotenoid Enzyme Phytoene Synthase Is Altered by Isozyme, Allelic Variation, and Activity",关键类胡萝卜素酶-植物基因合成酶的质体定位受同工酶、等位基因变异和活性的影响,http://www.plantcell.org/content/24/9/3725
2011,Plastid Proteome Assembly without Toc159: Photosynthetic Protein Import and Accumulation of N-Acetylated Plastid Precursor Proteins,不含Toc159的质体蛋白质组组装：N-乙酰化质体前体蛋白的光合蛋白导入和积累,http://www.plantcell.org/content/23/11/3911
2007,Plastid Signals Remodel Light Signaling Networks and Are Essential for Efficient Chloroplast Biogenesis in Arabidopsis,质体信号重塑了光信号网络，对拟南芥叶绿体的高效生物合成至关重要,http://www.plantcell.org/content/19/12/3944
2008,Plastid Transcriptomics and Translatomics of Tomato Fruit Development and Chloroplast-to-Chromoplast Differentiation: Chromoplast Gene Expression Largely Serves the Production of a Single Protein,番茄果实发育及叶绿体到生色体分化的质体转录组学和翻译组学：生色体基因的表达主要是为单个蛋白质的产生服务,http://www.plantcell.org/content/20/4/856
1999,Plastid Translation Is Required for the Expression of Nuclear Photosynthesis Genes in the Dark and in Roots of the Pea lip1 Mutant,质体翻译是豌豆lip1突变体在黑暗和根系中表达核光合作用基因的必要条件,http://www.plantcell.org/content/11/5/901
2011,Plastid Uridine Salvage Activity Is Required for Photoassimilate Allocation and Partitioning in Arabidopsis,拟南芥光同化物分配和分配需要质体尿苷挽救活性,http://www.plantcell.org/content/23/8/2991
2013,Plastid-Localized Glutathione Reductase2–Regulated Glutathione Redox Status Is Essential for Arabidopsis Root Apical Meristem Maintenance,质体定位谷胱甘肽还原酶2调节的谷胱甘肽氧化还原状态对拟南芥根尖分生组织的维持至关重要,http://www.plantcell.org/content/25/11/4451
2003,Plastidial Fatty Acid Signaling Modulates Salicylic Acid– and Jasmonic Acid–Mediated Defense Pathways in the Arabidopsis ssi2 Mutant,质体脂肪酸信号调节拟南芥ssi2突变体中水杨酸和茉莉酸介导的防御途径,http://www.plantcell.org/content/15/12/2952
2018,Plastidial NAD-Dependent Malate Dehydrogenase: A Moonlighting Protein Involved in Early Chloroplast Development through Its Interaction with an FtsH12-FtsHi Protease Complex,质体NAD依赖的苹果酸脱氢酶：一种通过与FtsH12 FtsHi蛋白酶复合物相互作用参与早期叶绿体发育的月光蛋白,http://www.plantcell.org/content/30/8/1745
2018,Plastidial Phosphoglucose Isomerase Is an Important Determinant of Seed Yield through Its Involvement in Gibberellin-Mediated Reproductive Development and Storage Reserve Biosynthesis in Arabidopsis,质体磷酸葡萄糖异构酶参与赤霉素介导的拟南芥生殖发育和贮藏储备生物合成，是决定种子产量的重要因素,http://www.plantcell.org/content/30/9/2082
2010,Plastidial Thioredoxin z Interacts with Two Fructokinase-Like Proteins in a Thiol-Dependent Manner: Evidence for an Essential Role in Chloroplast Development in Arabidopsis and Nicotiana benthamiana,质体硫氧还蛋白z与两种果糖激酶样蛋白以硫醇依赖的方式相互作用：拟南芥和烟草叶绿体发育中重要作用的证据,http://www.plantcell.org/content/22/5/1498
2012,Plastids Do Not Form Interconnected Networks,质体不形成相互连接的网络,http://www.plantcell.org/content/24/4/1303
2006,Plastoglobules Are Lipoprotein Subcompartments of the Chloroplast That Are Permanently Coupled to Thylakoid Membranes and Contain Biosynthetic Enzymes,质体小叶是叶绿体的脂蛋白亚组分，与类囊体膜永久结合并含有生物合成酶,http://www.plantcell.org/content/18/7/1693
2018,Ploidy and Size at Multiple Scales in the Arabidopsis Sepal,拟南芥萼片的倍性和多鳞大小,http://www.plantcell.org/content/30/10/2308
2005,Plus and Minus Sexual Agglutinins from Chlamydomonas reinhardtii,莱茵衣藻正负性凝集素,http://www.plantcell.org/content/17/2/597
2003,PmSUC3: Characterization of a SUT2/SUC3-Type Sucrose Transporter from Plantago major,PmSUC3：车前草SUT2/SUC3型蔗糖转运蛋白的特性,http://www.plantcell.org/content/15/6/1375
2012,Pod Corn Is Caused by Rearrangement at the Tunicate1 Locus,荚玉米是由被膜1位点的重排引起的,http://www.plantcell.org/content/24/7/2733
2020,Pol IV Function is Differentially Essential within the Brassicaceae,Pol-IV在芸苔科植物中的功能是不同的,http://www.plantcell.org/content/32/4/791
2007,Polar Growth in the Infectious Hyphae of the Phytopathogen Ustilago maydis Depends on a Virulence-Specific Cyclin,玉米黑粉病菌侵染菌丝的极性生长依赖于一种毒性特异的细胞周期蛋白,http://www.plantcell.org/content/19/10/3280
2017,Polar Localization of the NIP5;1 Boric Acid Channel Is Maintained by Endocytosis and Facilitates Boron Transport in Arabidopsis Roots,NIP5；1硼酸通道在拟南芥根中的极性定位是通过内吞维持的，有利于硼的转运,http://www.plantcell.org/content/29/4/824
2006,Polar Localizing Class V Myosin Chitin Synthases Are Essential during Early Plant Infection in the Plant Pathogenic Fungus Ustilago maydis,植物病原真菌玉米黑粉病菌在早期侵染过程中，极性定位的V类肌球蛋白几丁质合成酶是必需的,http://www.plantcell.org/content/18/1/225
2012,Polarization of Subsidiary Cell Division in Maize Stomatal Complexes,玉米气孔复合体中辅助细胞分裂的极化,http://www.plantcell.org/content/24/11/4313
1998,Pollen Profilin Function Depends on Interaction with Proline-Rich Motifs,花粉Profilin功能依赖于与富含脯氨酸基序的相互作用,http://www.plantcell.org/content/10/6/981
2011,"Pollen Semi-Sterility1 Encodes a Kinesin-1–Like Protein Important for Male Meiosis, Anther Dehiscence, and Fertility in Rice",花粉半甾体1编码一种对水稻雄性减数分裂、花药开裂和育性很重要的驱动蛋白-1样蛋白,http://www.plantcell.org/content/23/1/111
2013,Pollen Tube Growth Regulation by Free Anions Depends on the Interaction between the Anion Channel SLAH3 and Calcium-Dependent Protein Kinases CPK2 and CPK20,游离阴离子对花粉管生长的调节依赖于阴离子通道SLAH3与钙依赖性蛋白激酶CPK2和CPK20的相互作用,http://www.plantcell.org/content/25/11/4525
1997,Pollen Tube Growth and the Intracellular Cytosolic Calcium Gradient Oscillate in Phase while Extracellular Calcium Influx Is Delayed.,花粉管生长和胞内钙离子梯度同步振荡，胞外钙离子注入延迟。,http://www.plantcell.org/content/9/11/1999
1998,Pollen Tube Localization Implies a Role in Pollen–Pistil Interactions for the Tomato Receptor-like Protein Kinases LePRK1 and LePRK2,花粉管定位暗示了番茄受体样蛋白激酶lepk1和lepk2在花粉-雌蕊相互作用中的作用,http://www.plantcell.org/content/10/3/319
2006,Pollen Tube Tip Growth Depends on Plasma Membrane Polarization Mediated by Tobacco PLC3 Activity and Endocytic Membrane Recycling,花粉管顶端生长依赖于烟草PLC3活性介导的质膜极化和胞膜循环,http://www.plantcell.org/content/18/12/3519
2011,Pollen Tubes Lacking a Pair of K+ Transporters Fail to Target Ovules in Arabidopsis,拟南芥花粉管缺乏一对K+转运子，不能靶向胚珠,http://www.plantcell.org/content/23/1/81
1995,Pollen specificity elements reside in 30 bp of the proximal promoters of two pollen-expressed genes.,两个花粉表达基因的近端启动子的30bp内含有花粉特异性成分。,http://www.plantcell.org/content/7/3/373
1994,Pollen tube growth is coupled to the extracellular calcium ion flux and the intracellular calcium gradient: effect of BAPTA-type buffers and hypertonic media.,花粉管生长与细胞外钙离子流量和细胞内钙梯度耦合：BAPTA型缓冲液和高渗培养基的作用。,http://www.plantcell.org/content/6/12/1815
1990,Pollen- and anther-specific chi promoters from petunia: tandem promoter regulation of the chiA gene.,矮牵牛花粉和花药特异性chi启动子：chiA基因的串联启动子调控。,http://www.plantcell.org/content/2/5/393
2014,Pollen-Specific Activation of Arabidopsis Retrogenes Is Associated with Global Transcriptional Reprogramming,拟南芥花粉特异性逆转录基因激活与全球转录重编程相关,http://www.plantcell.org/content/26/8/3299
2016,Pollen-Specific Aquaporins NIP4;1 and NIP4;2 Are Required for Pollen Development and Pollination in Arabidopsis thaliana,拟南芥花粉发育和授粉需要花粉特异性水通道蛋白NIP4；1和NIP4；2,http://www.plantcell.org/content/28/5/1053
1999,Pollen–Stigma Adhesion in Brassica spp Involves SLG and SLR1 Glycoproteins,芸苔属植物花粉-柱头粘附涉及SLG和SLR1糖蛋白,http://www.plantcell.org/content/11/2/251
1994,Pollination- or Wound-Induced Kaempferol Accumulation in Petunia Stigmas Enhances Seed Production.,授粉或伤口诱导的山奈酚在矮牵牛柱头中的积累提高了种子产量。,http://www.plantcell.org/content/6/1/11
1999,Polyadenylation Occurs at Multiple Sites in Maize Mitochondrial cox2 mRNA and Is Independent of Editing Status,玉米线粒体cox2 mRNA中多个位点发生多聚腺苷酸化，与编辑状态无关,http://www.plantcell.org/content/11/8/1565
2014,Polycomb-Group Proteins and FLOWERING LOCUS T Maintain Commitment to Flowering in Arabidopsis thaliana,拟南芥多囊蛋白和开花位点T对开花的维持作用,http://www.plantcell.org/content/26/6/2457
2020,Polymerase IV Plays a Crucial Role in Pollen Development in Capsella,聚合酶IV在Capsella花粉发育中起关键作用,http://www.plantcell.org/content/32/4/950
2002,Polymerization of Monolignols by Redox Shuttle–Mediated Enzymatic Oxidation,氧化还原梭介导的酶氧化法聚合单ignols,http://www.plantcell.org/content/14/8/1953
1999,Polymorphisms and Genomic Organization of Repetitive DNA from Centromeric Regions of Arabidopsis Chromosomes,拟南芥染色体着丝粒区重复DNA的多态性和基因组结构,http://www.plantcell.org/content/11/1/31
2014,Polyploid Evolution of the Brassicaceae during the Cenozoic Era,新生代芸苔科多倍体的演化,http://www.plantcell.org/content/26/7/2777
2019,Polyploid Pairing Problems: How Centromere Repeat Divergence Helps Wheat Sort It All Out,多倍体配对问题：着丝粒重复发散如何帮助小麦解决,http://www.plantcell.org/content/31/9/1938
2017,Polyprenols Are Synthesized by a Plastidial cis-Prenyltransferase and Influence Photosynthetic Performance,由质体顺式丙烯酰胺转移酶合成多聚肾对光合性能的影响,http://www.plantcell.org/content/29/7/1709
2012,Polypyrimidine Tract Binding Protein Homologs from Arabidopsis Are Key Regulators of Alternative Splicing with Implications in Fundamental Developmental Processes,来自拟南芥的多嘧啶束结合蛋白同源物是选择性剪接的关键调控因子，在基本发育过程中具有重要意义,http://www.plantcell.org/content/24/11/4360
2006,Poplar FT2 Shortens the Juvenile Phase and Promotes Seasonal Flowering,杨树FT2缩短幼龄期促进季节开花,http://www.plantcell.org/content/18/8/1846
2003,Poplar Metal Tolerance Protein 1 Confers Zinc Tolerance and Is an Oligomeric Vacuolar Zinc Transporter with an Essential Leucine Zipper Motif,杨树金属耐受蛋白1具有锌耐受性，是一种具有亮氨酸拉链基序的低聚空泡锌转运蛋白,http://www.plantcell.org/content/15/12/2911
1999,"Positional Specificity of a Phospholipase A Activity Induced by Wounding, Systemin, and Oligosaccharide Elicitors in Tomato Leaves",伤害、系统蛋白和寡糖诱导子诱导的番茄叶片磷脂酶a活性的定位特异性,http://www.plantcell.org/content/11/11/2249
2002,Positioning of Nuclei in Arabidopsis Root Hairs,拟南芥根毛细胞核的定位,http://www.plantcell.org/content/14/11/2941
2011,Positive Autoregulation of a KNOX Gene Is Essential for Shoot Apical Meristem Maintenance in Rice,KNOX基因的正调控对水稻茎尖分生组织的维持至关重要,http://www.plantcell.org/content/23/12/4368
2005,Positive and Negative Factors Confer Phase-Specific Circadian Regulation of Transcription in Arabidopsis,影响拟南芥转录的相位特异性昼夜节律调控的正负因子,http://www.plantcell.org/content/17/7/1926
1993,Positive and negative regulatory regions control the spatial distribution of polygalacturonase transcription in tomato fruit pericarp.,正调控区和负调控区控制着番茄果皮多聚半乳糖醛酸酶转录的空间分布。,http://www.plantcell.org/content/5/9/1049
1991,Post-Transcriptional Regulation of Catalase Isozyme Expression in Cotton Seeds.,棉花种子过氧化氢酶同工酶表达的转录后调控。,http://www.plantcell.org/content/3/7/737
1998,Post-Transcriptional Suppression of Cytosolic Ascorbate Peroxidase Expression during Pathogen-Induced Programmed Cell Death in Tobacco,致病菌诱导烟草细胞程序性死亡过程中胞浆抗坏血酸过氧化物酶表达的转录后抑制,http://www.plantcell.org/content/10/3/461
1995,"Post-transcriptional cosuppression of beta-1,3-glucanase genes does not affect accumulation of transgene nuclear mRNA.","β-1,3-葡聚糖酶基因转录后的协同表达不影响转基因核mRNA的积累。",http://www.plantcell.org/content/7/3/347
1995,Post-transcriptional regulation of nitrate reductase by light is abolished by an N-terminal deletion.,光对硝酸还原酶的转录后调控被N末端缺失所废除。,http://www.plantcell.org/content/7/5/611
1990,Post-transcriptional regulation of organ-specific expression of individual rbcS mRNAs in Lemna gibba.,单个rbcS-mrna在Lemna-gibba中器官特异性表达的转录后调控。,http://www.plantcell.org/content/2/12/1181
2011,Postcards from the Rice Genome: Massive Analysis of Small RNAs in Response to Environmental Stress,水稻基因组明信片：环境胁迫下小rna的大量分析,http://www.plantcell.org/content/23/12/4165
2006,Posttranscriptional Induction of Two Cu/Zn Superoxide Dismutase Genes in Arabidopsis Is Mediated by Downregulation of miR398 and Important for Oxidative Stress Tolerance,拟南芥两个Cu/Zn超氧化物歧化酶基因的转录后诱导是由miR398的下调介导的，对拟南芥的氧化应激耐受具有重要意义,http://www.plantcell.org/content/18/8/2051
2009,Posttranslational Elevation of Cell Wall Invertase Activity by Silencing Its Inhibitor in Tomato Delays Leaf Senescence and Increases Seed Weight and Fruit Hexose Level,沉默抑制因子提高番茄细胞壁转化酶活性延缓叶片衰老增加种子重和果实己糖水平,http://www.plantcell.org/content/21/7/2072
2019,Posttranslational Modification of the NADP-Malic Enzyme Involved in C4 Photosynthesis Modulates the Enzymatic Activity during the Day,参与C4光合作用的NADP-苹果酸酶翻译后修饰对白天酶活性的调节,http://www.plantcell.org/content/31/10/2525
2000,Potato Virus X Amplicons in Arabidopsis Mediate Genetic and Epigenetic Gene Silencing,拟南芥马铃薯X病毒扩增子介导遗传和表观遗传基因沉默,http://www.plantcell.org/content/12/3/369
1993,Potato sucrose transporter expression in minor veins indicates a role in phloem loading.,马铃薯小脉中蔗糖转运蛋白的表达与韧皮部的负荷有关。,http://www.plantcell.org/content/5/11/1591
2008,Potential Sites of Bioactive Gibberellin Production during Reproductive Growth in Arabidopsis,拟南芥生殖生长过程中生物活性赤霉素产生的潜在部位,http://www.plantcell.org/content/20/2/320
1996,Preamylopectin Processing: A Mandatory Step for Starch Biosynthesis in Plants.,前半乳糖苷加工：植物淀粉生物合成的必经步骤。,http://www.plantcell.org/content/8/8/1353
2015,Predictable Alteration of Sequence Recognition by RNA Editing Factors from Arabidopsis,拟南芥RNA编辑因子序列识别的可预测性变化,http://www.plantcell.org/content/27/2/403
2020,Predicting Adult Complex Traits from Early Development Transcript Data in Maize,从玉米早期发育转录数据预测成虫复杂性状,http://www.plantcell.org/content/32/1/10
2013,Predicting Gene Function from Uncontrolled Expression Variation among Individual Wild-Type Arabidopsis Plants,从拟南芥野生型植株表达变异预测基因功能,http://www.plantcell.org/content/25/8/2865
2011,Prediction of Regulatory Interactions from Genome Sequences Using a Biophysical Model for the Arabidopsis LEAFY Transcription Factor,利用拟南芥叶状转录因子的生物物理学模型预测基因组序列的调控相互作用,http://www.plantcell.org/content/23/4/1293
2018,Predominant Golgi Residency of the Plant K/HDEL Receptor Is Essential for Its Function in Mediating ER Retention,植物K/HDEL受体在高尔基体中的主要居住地是其介导内质网滞留的关键,http://www.plantcell.org/content/30/9/2174
2012,Preferential Retention of Circadian Clock Genes during Diploidization following Whole Genome Triplication in Brassica rapa,甘蓝型油菜全基因组三倍体二倍体过程中生物钟基因的优先保留,http://www.plantcell.org/content/24/6/2415
1992,Preferential expression of an alpha-tubulin gene of Arabidopsis in pollen.,拟南芥α-微管蛋白基因在花粉中的优先表达。,http://www.plantcell.org/content/4/5/557
1990,Preferential transposition of the maize element Activator to linked chromosomal locations in tobacco.,玉米元素激活剂优先转移到烟草染色体连锁位点。,http://www.plantcell.org/content/2/8/701
1992,Premature dissolution of the microsporocyte callose wall causes male sterility in transgenic tobacco.,转基因烟草小孢子母细胞胼胝质壁过早溶解导致雄性不育。,http://www.plantcell.org/content/4/7/759
2000,Prenylation of the Floral Transcription Factor APETALA1 Modulates Its Function,花转录因子APETALA1的prenalization调节其功能,http://www.plantcell.org/content/12/8/1257
